GEO_ID|GEO_ID2|SUMLEVEL|GEO_NAME|P001001
Geography Identifier|Geography Identifier|Geographic Summary Level|Geography|Total population: Total
15000US110010052011|110010052011|150|Block Group 1, Census Tract 52.01, District of Columbia, District of Columbia|3266
15000US110010052012|110010052012|150|Block Group 2, Census Tract 52.01, District of Columbia, District of Columbia|1293
15000US110010052021|110010052021|150|Block Group 1, Census Tract 52.02, District of Columbia, District of Columbia|760
15000US110010053011|110010053011|150|Block Group 1, Census Tract 53.01, District of Columbia, District of Columbia|2456
15000US110010053012|110010053012|150|Block Group 2, Census Tract 53.01, District of Columbia, District of Columbia|2589
15000US110010053021|110010053021|150|Block Group 1, Census Tract 53.02, District of Columbia, District of Columbia|175
15000US110010054011|110010054011|150|Block Group 1, Census Tract 54.01, District of Columbia, District of Columbia|1462
15000US110010054021|110010054021|150|Block Group 1, Census Tract 54.02, District of Columbia, District of Columbia|1
15000US110010055001|110010055001|150|Block Group 1, Census Tract 55, District of Columbia, District of Columbia|925
15000US110010055002|110010055002|150|Block Group 2, Census Tract 55, District of Columbia, District of Columbia|2292
15000US110010055003|110010055003|150|Block Group 3, Census Tract 55, District of Columbia, District of Columbia|1479
15000US110010056001|110010056001|150|Block Group 1, Census Tract 56, District of Columbia, District of Columbia|1821
15000US110010056002|110010056002|150|Block Group 2, Census Tract 56, District of Columbia, District of Columbia|4125
15000US110010057011|110010057011|150|Block Group 1, Census Tract 57.01, District of Columbia, District of Columbia|1400
15000US110010057012|110010057012|150|Block Group 2, Census Tract 57.01, District of Columbia, District of Columbia|1871
15000US110010057015|110010057015|150|Block Group 5, Census Tract 57.01, District of Columbia, District of Columbia|1090
15000US110010057021|110010057021|150|Block Group 1, Census Tract 57.02, District of Columbia, District of Columbia|
15000US110010058001|110010058001|150|Block Group 1, Census Tract 58, District of Columbia, District of Columbia|1470
15000US110010059001|110010059001|150|Block Group 1, Census Tract 59, District of Columbia, District of Columbia|1367
15000US110010059002|110010059002|150|Block Group 2, Census Tract 59, District of Columbia, District of Columbia|489
15000US110010060011|110010060011|150|Block Group 1, Census Tract 60.01, District of Columbia, District of Columbia|2680
15000US110010060021|110010060021|150|Block Group 1, Census Tract 60.02, District of Columbia, District of Columbia|608
15000US110010061001|110010061001|150|Block Group 1, Census Tract 61, District of Columbia, District of Columbia|2300
15000US110010062011|110010062011|150|Block Group 1, Census Tract 62.01, District of Columbia, District of Columbia|144
15000US110010062021|110010062021|150|Block Group 1, Census Tract 62.02, District of Columbia, District of Columbia|12
15000US110010063011|110010063011|150|Block Group 1, Census Tract 63.01, District of Columbia, District of Columbia|3822
15000US110010063021|110010063021|150|Block Group 1, Census Tract 63.02, District of Columbia, District of Columbia|57
15000US110010064001|110010064001|150|Block Group 1, Census Tract 64, District of Columbia, District of Columbia|1187
